,id,reviews,target
746,746,배송이 늦고 따로 배송 되고 롯데 택배는 전화 한 통화 없이 문 앞에 놓고 가버림,2
747,747,하나는 안 꼬이지만 다이 땡 보다 비싸서 비추고 하나는 안 꼬인데 놓고 꼬여서 학예회에서 꼬인 줄 푸느라 진땀 뺀 아들내미 결국 울었어요ㅠ너무 속상해요,1
748,748,여자친구가 매우 만족합니다 번창하세요~,5
749,749,분명 브라운을 시켰는데 주황색도 아닌 갈색도 아닌 애매한 아이가 왔네요 사진과는 너무 다르네요 번거로워서 반품은 안 하지만 사용도 썩 못할 듯 누굴 주기도 그렇고,1
750,750,신호가 잘 잡히자가 도 안 잡히네요,2
751,751,제품 구성이 매우 좋습니다.,5
752,752,기성 비갑 업무용 굿 마우스는 소모품,5
753,753,빠른 배송 감사합니다 이쁜 케이스에 잘 담겨 왔네요 실밥이 있긴 한데 테이블 보니깐 당연한 거라 생각해요 많이 파세요,5
754,754,배송이 너무 늦었어요 마감 처리가 좀 허접해요ㅠ,1
755,755,사진 그대로 이긴 히나 흠집이 나있어요,2
756,756,공적 마스크는 괜찮았는데 이 마스크는 저한테는 좀 작아요 .. 얼굴이 엄청 큰 편도 아닌데 너무 짱짱해서 출근해서 2시간만 착용하고 있어도 귀가 너무 아프네요... 남은 거는 지인들 나눠줬어요..,2
757,757,소파 길이에 비해 조금 짧지만 가격 대비 만족이에요^^,5
758,758,뭔가 좀. ᄌ... ᄃᄂ,1
759,759,열심히 쓸게요 더 써봐야 할 것 같아요,2
760,760,잘 지워지고 좋아요 두통째 사용 중입니다. 당분간 정착,5
761,761,상처 난 거랑 갈라져 있는 게 좀 있었고 크기가 생각보다 작네요,2
762,762,빠르게왓숩니다 휴일인데,5
763,763,잘 안됨 나만 그런가???,1
764,764,조립하기 어려워요. 다리 휘어있어요. 전동드릴 사도 조립이 될지는 미지수.,1
765,765,"제품은 좋으나 배송 때문에 20통을 여기저기 구매하고 취소도 안되고,,,",1
766,766,타카 부분이 다 부서진 채로 왔네요,1
767,767,감사합니다 덕분에 듀얼 모니터 사용할 수 있게 되었습니다,5
768,768,아직 펼쳐보진 않았지만 칼 배송 짱~ 이번 주말 사용합니다ᄏᄏ,5
769,769,내가 못하는 건데 롤에 너무 큰 건지 파마 실패했어요 참고로 롤 7호 긴 머리예요 다시 도착합니다 일주일 후에,2
770,770,단유 하려고요. 일단 해당 분유가 맞는지 스틱으로 구매해보았어요 별 무리 없이 잘 먹길 바라요,5
771,771,너무 가볍고 허술한 느낌입니다 가격만큼인듯싶네요,2
772,772,마감이 엉망이에요.. 가격이 아주 저렴한 것도 아닌데 패킹 부분도 다 제각각이고.. 다이소 같은 3천 원짜리보다 퀄러티가 훨씬 못하네요...,1
773,773,"생각보다 별로예요,,, ᅲᅲ",2
774,774,"자주 자는 품목입니다. 학생들 주려고 하는데, 가장 선호도가 높은 제품이어서 꾸준히 재구매하고 있습니다.",5
775,775,사이즈 중자로 주문하고 12일가량 소요됐고 안내 문자와 전화에 중자로 받겠다고 말씀드리고 계속 기다렸고 오늘 배송이 왔으나 안내도 동의도 없이 특상으로 왔습니다. 중자로 받겠다고 분명히 말했는데 진짜 황당하네요.,1
776,776,효과가 있는지 모르게,2
777,777,밑에 아구가 안 맞아서 약간 흔들흔들거리네요 후 고정시켜야 할 것 같아요,5
778,778,75E 사이즈 L 착용 시 ㄲㅈ탈출합니다 XL하셔야 할 듯합니다. 가운데 삯바느질해서 입겠네요~,2
779,779,자크가 별로예요. 반품하기가 번거로워서 그냥 입어요.,1
780,780,배송원 개별로 임 배송 전달도 안 해놓고 배송 완료 처리하고 담당 지사 전화했더니 지도 모른다면서 처리도 안 해준다는데 정말 웃김,1
781,781,냄새가 너무 심함 손에서 계속 걸레 냄새남 씻어도 남 페브리즈 뿌려도 남 다 버릴 것임,1
782,782,뉴비틀 후드 작업했습니다 한 장(3조각) 중에 1조각 반 조금 넘게 사용했네요 삐뚤빼뚤합니다만 잘 시공했습니다,5
783,783,앱 연동이 너무 느립니다,1
784,784,그냥 그래요. 처음 입어보는 거라 답답한 것도 있네요,2
785,785,고소한 맛이 없어요... 기존에 먹던 건 고소했는데 ...,1
786,786,잘 받았습니다 이 정도면 만족합니다,5
787,787,배송 너무 느려요 변색은 진짜 안됨,5
788,788,재구매 전에 사용했던 제품이 애요,5
789,789,사자마자 이거 써보신 분이 아프다고 했는데... 엄지와 검지 사이가 엄청 아프고 물집 잡힐뻔했네요. 장갑이 마려 오라 가는 느낌 들면서 아파요.,1
790,790,배송료 더하면 동네 캠핑 숍하고 가격차이도 별로 안 나는데 직접 보고 사는 게 젤 좋은 듯,1
791,791,애들이 이걸 좋아해서 남은 기간 동안 다 먹겠거니 하고 싼 맛에 주문했는데 맛이 변한 건지 애들이 잘 안 먹어서 기간이 지났는데도 남았어요. 앞으론 주문하지 않으려고요.,1
792,792,배송도 빠르고 깔끔하니 예뻐요 ᄏᄏ,5
793,793,사진 보다 너무 파랗고 바지 피이 사진이랑 완전히 다릅니다;; 통이 커서 제가 시킨 테이퍼드 핏 바지가 하나 더 온 줄 알았어요ㅡㅡ,2
794,794,바로 팔 부러짐요..,1
795,795,"지금 이 상품을 살려고 고민하는 당신에게 싼 걸 사서 좋아하다가 그 기대를 잡치게 만드는 제품이랑 돈을 더 들여서 만족감을 제대로 안겨주는 제품 중에 어떤 걸 선택하시겠습니까? 신중하게 고민하고 사시길,,",1
796,796,여행 전에 잘 받았어요 디자인 다양해서 좋습니다 유지력은...,2
797,797,좀 별로네요 벤치 의자에 곰팜이 같은 게 묻어서 왔습니다 처음에는 겉 비닐에 묻은 줄 알았는데 속까지 묻어있더군요 반품할까 하다가 또 오래 기다릴 거 같아 짜증 나서 그냥 씁니다 아래 사진 첨부합니다,2
798,798,"목에 트러블이 생겼고 튜브를 엄청 세게 눌러야 되고, 암튼 구매한 거 후회해요",1
799,799,의자 자체는 좋은데 배송 왔을 때부터 땅에 닫는 지지대(?)를 감싸는 검정 플라스틱 부분이 총 네 곳 중 한 곳 정말 부서져있고 두 곳은 금이 가서 곧 부서질 조짐ㅋ 너무 약함,2
800,800,운동할 때 입으려고 샀는데 가격 대비 쏘쏘합니다 가격 대비 그 정도,2
801,801,예쁜 색이에요 카레나 김치 같은 진한 음식만 조심하면 될 듯요 얼룩지기 밝은 색이지만 닦기도 편하고 삶을 수도 있으니 위생적이네요,4
802,802,마스크 넣으려고 3개 주문했는데 마스크 하려면 조금 더 커야되네요ㅎㅎ 접어서 넣으면 들어가욪ㅈㅋ,5
803,803,사이즈가 작지만 사용하기. 편하고 좋습니다,4
804,804,"서랍 한 칸에 흠집이 나있어서 문의드렸더니 바로 서랍 한 칸 교체해주시겠다고 친절히 답변해주셨습니다. 리바트, 한샘 등에서 시트지로 마감된 파티클보드거실장보다 훨~신 예쁘고 고급스러워요",5
805,805,효과는 좋습니다 하지만 향이ㅠㅠ 환기 필수 마스크 필수,5
806,806,정말 더러운 박스에 허술한 포장 배송 온도를 고온으로 놔야 겨우 미지근한 정도 박스를 버려서 그냥 쓰는 것임,2
807,807,설치 방법이 안 나와 있어서 애먹었네요. 간단한 매뉴얼이라도 첨부되었으면 하네요 ㅠㅠ,2
808,808,삐걱 소리가 너무 심해요~ 할 수가 없는데 어쩌나요? 오 일 뿌려도 소용없어요ㅜㅜ,1
809,809,해동하였더니 8 마리 중 두 마리는 머리 쪽에서 냄새가 심해 버렸습니다. 12만 원어치 중 3만 원어치 정도를 버린 셈이네요. 애초부터 신선도 확인이 안된 것 같아요,1
810,810,거의 한 달 사용인데도 지금도 냄새 최악입니다. 방에서 못 자요.. 삐거덕 소리에 신경 엄청 쓰입니다. 나무도 때 낀 것처럼 처리되어.. 별로입니다.,1
811,811,거의 녹아서 왔던데 재 냉동을 해도 되나 모르겠어요... 맛은 너무 좋네요.. 아이들도 잘 먹고 맛있다고 해요,5
812,812,사진과 똑같아요. 혹시나 해서 한 사이즈 큰 걸로 구매했는데 역 쉬나 크네요.,4
813,813,"저렴하긴 한데, 마우스 감도가 너무나 안 좋고 끊깁니다. 구입하실 분들은 참고하세요..",2
814,814,바지에 붙은 사이즈 XL인데 실제 사이즈는 작네요.. 교환할까 하다 그냥저냥 입고 있어요.. 중국산이라 사이즈가 잘못 붙었어요..,2
815,815,티브이에 연결 안 되는지 모르고 삼.... 두 개 샀는데 하나는 괜히 삼.... 그리고... 싱크가 밀리네요 그니까 영상 속 사람 입모양이랑 목소리랑 따로 놈....,1
816,816,포장상태가ㄷㄷㄷ 각 배송비 받길래ᆢ택배로 남기는구나 해지만ᆢ 제품은 둘째치고 포장상태가 진짜 꽝이네요ᆢ ㄷㄷㄷㄷ,2
817,817,크기가 안 맞아요 종류가 너무 많아요,1
818,818,최악 반품비가 더 나올까 봐 반품 안 하는데 레이스 너덜너덜 실 풀린 거처럼 완전 ..싼 티 팍팍이네요 사진이랑 다릅니다,2
819,819,제가 먹어도 너무 맛있네요 아기가 이유식을 너무 안 먹어서 과일이라도 갈아서 줘야지 싶은 마음에 제가 몇 번갈아서 줬는데 사실 이유식 만들랴 힘이 들어서 인터넷 검색해서 찾아보다가 믿고 안전하게 먹일 수 있을 것 같아 구매했는데 아니나 다를까 제가 먹어봐도 너무 맛있네요. 아기도 맛있게 너무 잘 먹어요.,5
820,820,답답하지 않다고 하여 산 거였는데 저는 답답하고 착용하고 뭘 먹기에는 불편해요 저랑은 안 맞는 거 같아요 ..,1
821,821,새일에 맞춰 당일 배송 제품이라 신청했는데 이틀 후에 와서 의미가 떨어져서,2
822,822,재구매 연하고 맛있어요. 3번째 구입입니다,5
823,823,너무 독해서인지 한번 쓰고 얼굴 뒤집어져서 발뒤꿈치 갈질 용으로 씁니다. 발 관리가 될 정도니 얼굴은 무리인 듯,1
824,824,아주 만족해요 배송도 빠르고 진짜 머릿결 부드러워져요 ㅎ,5
825,825,불편하지만 그래도 따지긴 따집니다,2
826,826,맨바닥에 어느 정도 두께가 있는 매트인 줄 알았는데 굉장히 얇아요~~ 자충 매트를 따로 샀음~~,2
827,827,너무 얇아요. 종이에 코팅해 놓은 듯. 사용 전,2
828,828,운동하기 좋아요!!,4
829,829,말만 갑오징어 실제는 그냥 오징어임... 실망입니다.,1
830,830,가격 대비 무난할 것 같은 느낌 아직 책상이 안 와서 쓰질 못하네 유 ㅠㅠ 배송 빨라 영,5
831,831,선물 보냈어요 맘에 든 데요,4
832,832,좀 까슬하지만 시원하게 잘 거 같아요^^ 디자인도 귀엽고 이쁘네요,5
833,833,너무 싸서 이건 사람이 먹을 게 아니에요ㅠ 절대 비추 버리기 아까워 얼려두었는데,1
834,834,자꾸 처짐 현상이 있습니다 제 차에는 안 맞나 보네요 k3입니다,1
835,835,실망이에요... 냄새만 많이 나고 얼룩이 지워지질 않네요.. ᅳᅳ,1
836,836,냄새가 너무 납니다 일주일을 밖에 두었고 그래도 냄새가 안 빠져서 탈취제를 반 통을 뿌렸는데 그래도 냄새가 납니다 저렴한 가격에 편하게 사용하시고 냄새에 전혀 관심이 없다면 추천하지만 ... 전 아닙니다 아주 아닙니다.,1
837,837,재구매 물에 잘 녹고 잘 쓰고 있습니다,5
838,838,맛있게 먹고 있어요 좋아요,5
839,839,생각보다 나쁘지 않네요,5
840,840,효과 너무 없어요 차라리 붙이지 않는 게 더 나을 듯....,1
841,841,사이즈도 딱이고 구성품도 좋습니다.,5
842,842,클렌징 워터 여러 개 써봤는데 홍차 수가 베이스라 그런지 피부 자극이 전혀 없었고 이걸로만 지우고 물세안도 안 하고 자봤는데 트러블도 없었어요 지금까지 썼던 클렌징 워터 중에 갑오브갑입니다,5
843,843,촉촉하고 좋은데 크림이 저랑 안 맞네요.. 간지러워서 남자친구 줬어요 ㅜㅜ,2
844,844,흉부 선물 흉부 생일 선물해드렸어요 좋아함ㅋㅋ 생일선물은 이런 상품권이 좋은 거 같아요 편리하게 이용해보세요,5
845,845,리뷰 보고 주문했는데 트리트먼트가 린스처럼 묽고 별로였어요;;,2
846,846,좋습니다 견고하고 오래 쓸 거 같아요,5
847,847,꾸준히 잘 먹고 있습니다. 기호성 괜찮은 편인 듯.,4
848,848,저렴한데 풍성한 구성 굿,5
849,849,부드럽지 않아요 ㆍ 침대에 펼쳤을 때 깔끔하게 보이가 해요 ㆍ그러나 솔직히 할인금액으로 싼 금액이라도 재질 생각하면 맘에 안 들어요 ㆍ반품하기 귀찮아 그냥 씁니다ㆍ,1
850,850,문구점보다 훨씬 싸네요,4
851,851,제본이 아쉽습니다~~,1
852,852,미러 케이스 가볍게 좋아요,5
853,853,조카에게 주려고 샀는데 제가 더 탐이 나네요 ㅎㅎ,4
854,854,너무 쪼여서 안 입게 돼요,2
855,855,좀 쫑기는 재질이라 늘려서 입으려고 당겼는데 봉제 부분이 죽 찢어졌어요... 이게 제봉 질을 한 게 아니라 그냥 본드 같은 걸로 붙어있더라고요... 그래서 한 번도 못 입고 그냥 쓰레기통으로...,2
856,856,부드럽고 아기가 사용하기 딱 좋을 것 같아요 추가로 더 살 예정이에요,5
857,857,"예전에 쓰던 타사 클레이 팩처럼 모낭 청소 잘 되겠다 싶어 아들 코 피지와 블랙헤드 제거해주려고 2세트나 샀어요. 샤워하고 모공 열린 상태에서 팩해줬는데 광고에서 보던 효과는 전혀 느껴지지 않고 피지, 블랙헤드 그대로네요. 재구매는 어려울 듯해요.",2
858,858,배송까지 10일이나 기다렸는데 다른 상품을 보내주심 교환처리는 빨리 되었음,2
859,859,물건은 튼튼하고 좋은데 도난방지 6각 렌치가 안 와서 조립을 못하네요... 렌치만 배송 좀 해주세요,1
860,860,몇 년째 사용해요^^,5
861,861,버티컬 배송받기까지 여러 번 불편한 상황이 생겨서 기분이 좀 좋지는 않네요 급한 상황에서 주문하다 보니 한 번에 불량상품 없이 받아야 해서 여러 차례 검수 부탁드린다고 이야기했는데도 그런 상황이 발생해서 답답한 마음뿐이네요,1
862,862,보들보들 소재가 너무 좋아요~,4
863,863,상품평이 엄청 좋아서 기대를 엄청 했나 봐요. 화면 가 같긴 해요,2
864,864,허접함 견고하지도 않음 마감상태 안 조음,2
865,865,옷이 너무 늘어나고요 실밥이 자꾸 터져요,1
866,866,맘에 들어요 맘에 들어서 입고 다시 되었길래 또 샀어요 답답하고 싫어해서 크게 구매했는데 핑크는 기대 안 했지만 이쁘네요,5
867,867,겨드랑이에 사인펜 같은 걸로 숫자 써진걸 이제 확인했네요 잠깐 있고 있다 사정상 벗어 놨다 어제 다시 입으려고 하다 확인했다고 딸이 이게 뭐냐고 들고 와서 사진 찍었어요 올릴 테니 확인 답변 주세요 경솔하게 구매확정했네요,1
868,868,생각보다 작아서 한 개 더 구매해야겠어요^^,4
869,869,배송도 생각보다 빠르고 역시 냄새도 좋아요,5
870,870,광고만큼은 아니고 좌우로 틀어지는 걸 어느 정도 잡아주긴 하네요. 통증 없이 막 계단을 오르내리고 그런 정도는 아닙니다.,2
871,871,깔 별러 쟁였어요~ 너무 편하고 가벼워요,5
872,872,조리원에서 써서 유용,5
873,873,재구매 잘 쓰고 있어서 재구매합니다,4
874,874,"리뷰가 좋아서 샀는데, 별로예요. 얼릴 때는 뚜껑을 닫으니까 그런대로 괜찮은데, 얼음 빼는 게 하나씩 밀어서 빼야 하니 너무 불편해요",2
875,875,벨트가 조금 느슨한듯해요.. 꽉 쪼여지는 느낌이 아닌듯요..,2
876,876,재밌어요.. 너무.. ^^;;,5
877,877,재구매 적당해요 먹을만합니다.,2
878,878,굿 ㅂㄷ귿ㄱㅅㄱㄷㄱㅅㄱㅇㄱㅈㄷ븐ㅂㅅㄱㄷㄱㄴㄱㄷ긔닌ㄱ늑ㄷㄱㅅㄱㄷㄱㅅㅋㅌㄱㅅㄱㅌㄱㅅㄱㄷㄱㄷㄱㅈㄷㄱㄷㄱ,5
879,879,베개가 좋기는 한데 조금 솜이 부족하다는 느낌은 받았는데 그래도 너무 괜찮아서 잘 사용하고 있어요. 베개커버랑 배게 솜까지 저렴한 가격에 구매했는데 가격에 비해 질도 너무 좋고 해서 잘 사용 중입니다,5
880,880,배송도 빠르고 안전하게 왔네요 ㅎ,5
881,881,생각보다 아니네요 비추천이요 실망했네요,1
882,882,편리해서 붙이기 좋아요,5
883,883,사용할수록 만족스러워요. 재구매 의사 있음,4
884,884,"너무 비쳐요 스킨색 속옷으로 커버할 수 있는 게 아니고 아예 시스루,, 카디건 잠가도 다 비쳐요ㅜㅜ",2
885,885,배송 빨랐고 편해요 지금 출근하면서 입어봤는데 괜찮은 같아요 아무래도 가슴 모아주는 건 잘 안되지만 편하게 입을 수 있을 더 같아요,5
886,886,사이즈도 적당하고 편해요,2
887,887,투싼이랑은 안 맞네요,2
888,888,개운함이 없을까 봐 걱정했는데 이거 생각보다 많이 괜찮네요,5
889,889,불빛 나오는 것도 노란색이라 오히려 잘 안 보이고 깎는데 오래 걸려요 그냥 손톱가위로 잘라주는 게 훨씬 빠르고 편함..,2
890,890,밝습니다 오래 사용해보고 좋으면 친구들 추천해줄게요^^,4
891,891,"유통기한은 1년 남았고, 아주 맛있게 잘 먹고 있습니다. 어른이 먹기에는 많이 맵지 않고 매운 새우깡보다는 덜 맵고 간도 짜지 않아서 다른 소스와 곁들여 먹어도 맛있고 그냥 먹어도 담백하니 맛있네요! 간식으로 추천합니다. 다음에도 재구매할게요^0^",5
892,892,화면하고 똑같아요~ 저렴한 가격이 제일 맘에 들어요~,5
893,893,면도기 사이즈에 다라 호불호가 갈릴 거 같아요 신랑이 쓰는 면도기는 앞으로 빼고 넣고 가 안돼서 위에서 빼고 넣고 해야 하네요 앞에서 빼고 넣으려면 옆으로 넣어야 해요 구입하실 분들 이 부분 참고하세요~,2
894,894,집에서 입으려고 샀는데 색깔은 사진과 달라서 교환할까 하다 그냥 입으려구요.,1
895,895,배송 빠르고요 깔끔하고 세련되게 예뻐요 벽에 붙이는 거 구입했는데 잘 붙어 있길 바랍니다,5
896,896,마스크는 오래 쓸 수 있지만 답답해요ㅠㅠ,2
897,897,캠핑 가서 먹으려고 샀어요,5
898,898,현재도 잘 쓰고 있어요 실속 있게 주문해서 그런지 아직도 많이 남았어요,5
899,899,이케아까지 가기 귀찮아서 주문했는데 이케아에서 사온 강아지 인형이랑 얼굴 모양이 달라요 ㅋㅋ,2
900,900,고구마에 질긴 심이 많아요,1
901,901,딸기 스무디 하기 좋아요,4
902,902,많이 떠서 선물도 했어요,5
903,903,별로입니다 막 만든 거 같음,1
904,904,간편하고 좋네요 ㅎㅎ 아주,5
905,905,한 통째 먹고 있는데 효과가 없다 배가 더 나온 느낌이 든다! 얼마나 더 먹어야 효과가 있는지... 하루 두 끼 식사하는데 효과를 모르겠다 운동을 안 해서 그런 건지??,2
906,906,트라이탄소재라 안심하고 주문했어요 색감도 너무 예뻐요,5
907,907,케이스도 깔끔하고 배송도 진짜 빠르네요!ㅎㅎㅎ 감사합니다!,5
908,908,재구매 3번째 구입입니다 지인 선물하려고 구입했습니다,5
909,909,간단하고 쉽게 설치했어요 근데 크기가 싼타페 tm인데 좀 짧아요,4
910,910,울냥이들은 성격이 급해 사료 나오는 곳만 보네요 바보들~~조만간 이해하겠죠,4
911,911,편하고 좋아요! 선물했어요,5
912,912,그저 그런 저렴한 맛... 모서리도 깨져서 오구...,2
913,913,"재구매 한 달 전에 베이지 색상 s사이즈 사고, 맘에 들어서 똑같이 검정에 색상 s사이즈 샀는데 왜 이렇게 사이즈가 차이나죠? 다행히도(?) 베이지 색상 은 허리가 커서 검은색은 딱 맞긴 하는데 이렇게 차이 나는 게 이상해서요; 같은 옷이 맞는지 의심되네요",2
914,914,좋은 가격으로 구입해서 다행이라 생각했는데 중국산이라 해서 아이들에게 못 주겠네요. 참 마스크 구하기 힘든 이때에 속상하네요. 그냥 버려야겠어요.,2
915,915,좋아요~ 몇 번을 써도 괜찮은 거 같네요,5
916,916,예전에 사용했던 브라질 칼과 포크 좋았던 기억이 있어서 구매했습니다 사용해 보고 괜찮으면 더 구매할게요,5
917,917,눈 떨림이 생겨서 먹었는데 몸에 이상이 있는 건지 .. 아직도 떨림이 있네요 더 먹어봐야겠어요,1
918,918,출발하자마자 타이어 공기압 경고 떠서 돌아와서 점검하니 펑크 난 차를 주셨더군요. 정비기사분들은 펑크 금방 때운다고 타고 가라고 하는데 누가 타고 싶나요? 렌터카 재배정 받고 다시 나오는데 30분은 족히 걸렸네요,1
919,919,예쁘네요^^ 퀸 사이즈 넉넉합니다,5
920,920,색이 맘에 들고 잘 들고 다닙니다,5
921,921,꼭지가 좀 모르긴 했지만 가격 저렴해서 좋아요~,4
922,922,추천합니다 약간 묵직한 느낌이 드는 크림이에요 로션이랑 같이 사용하는데 로션보다 조금 무겁다는 생각이에요 바른 후엔 촉촉감이 느껴지네요.,5
923,923,두껍진 않아도 거품이 조밀하게 생기고 오래 유지되어요 일반 수세미에 비해 사용이 편리한 거 같아요 특히 기름기 많은 그릇 씻을 때나 여행 갈 때 가볍게 가지고 다닐 수 있어서 잘 쓰일 거 같아요,5
924,924,다른 3부 바지랑 길이가 같아요 이러면 돈 더 주고 5부를 살 필요가 없지요,1
925,925,리뷰 보고 기대해서 구매했는데 고기가 핏물이 너무 줄줄 흐를 정도로 심하고 비닐 여는 순간 누린내도 너무 많이 났어요 핏물 제거하고 시즈닝 해도 냄새가 안 잡힐 정도.... 공짜로 줘도 안 먹을 거 같아요...........,1
926,926,좀 엉성함. 사오 미라도 역시 메디 차나. 삼각대 펼쳐서 새우면 수직 직각 안 나옴. 기울어져있음. 그거 말고는 쓸만함.,2
927,927,배송이 5일이나 걸리네요ㅠㅠ,2
928,928,오징어 족살 처음 먹어 보는데 맛이 맛이.. 환상적이었음 버터 발라서 굽어 먹으며 버터 오다리 뺨침.. 마슨..마슨 잇뜨래요. 오직 어 조 살 하면 순돌이네 아이가~♡ 우샤. 우샤. 에너지가 쏟아 난다 쏟아나,5
929,929,사이즈 상관없이 길이가 똑같아서 그런지 뒤에 가 너무 짧아요.,1
930,930,너무 이뻐요ᅮᅮ 블랙도 같이 살 걸 나중에 떠 주문하러 올게요,5
931,931,완전 마음에 안 듭니다 저녁에 보이지도 않고 숫자 하나는 끝에 이상하게 보이며 제일 중요한 건 저녁에는 안 보이는다는 거입니다 조금만 더 두어도 안 보이네요 ㅡ.ㅡ 명시도 안 돼있고,2
932,932,예단 보자기랑 현금예단 자개함이랑 다 잘 어울리는 색감 디자인이에요!! 완전 완전히 만족합니다 다들 추천드려요!!,5
933,933,차이나가 그렇지 뭐..,1
934,934,몇 년 만에 밥 먹다가 돌이 나왔어요.... 4살 아기가 뱉길래 흑민가 했는데 돌이었어요ㅠㅠ 재구매는 못하겠네요,1
935,935,고구마가 완전 폐급입니다. 어떻게 이런 걸 중 사이즈라고 보낼 수 있나요. 소도 아니고 최소입니다. 그냥 실고구마 마라고 하는 게 낫겠네요 비교할 수 있게 빨대같이 올립니다. 구워서 껍질 까면 먹을 게 있을지 모르겠네요,1
936,936,맛있어요^^ 사실 양은 적지만 짜지도 달지도 아주 적당한 맛이에요,5
937,937,굿 일단 배송 빠르고 포장도 맘에 듭니다 데이터 속도가 어떨지는 써봐야 알겠지만 뭐 이전에 썼단 거랑 큰 차이가 있을까 싶네요,4
938,938,신랑이 좋아해서 주문해서 먹어 보았어요. 해감이 덜 된 건 와그작하고 씹히는 맛도 느껴지기도 해요. 그래도 신랑이 너무 맛있다고 좋아했어요^^,2
939,939,맛은 진짜 별로네요,2
940,940,줄줄 내려와요 안 그래도 생각보다 길이가 짧은데 텐션이 없어 발목에서 흘러내려서 별로네요 괜히 4개나 사서는 어쩌나 싶습니다,2
941,941,펜 써보니 좋네 필기감도 좋고 몽 블랑 만년필이 명품이지만 만년필은 그 사람의 글씨가 명품이 되어야 하지 않겠어요 이 만년필 고급스럽네요!^^,5
942,942,재구매 계속 먹던 거예요 개별 포장되어 있어 거 좋아요,4
943,943,아주 잘 쓰고 있습니다 좋아요^^,4
944,944,배송이 정말 별로입니다. 기사님 시간도 자꾸 변경되고 늦습니다. 상담하시는 분은 친절하셨고 제품도 깔끔하고 만족스럽습니다. 다만 급하신 분께는 정말 비추입니다.,2
945,945,기대하고 구매했는데 저희 아이들은 잘 안 먹어요. 특별히 눈물이 나 피부에 효과가 있는지도 모르겠고요. 사진은 나우 사료랑 섞여 있는 거예요.,2
946,946,정품 케이블이 고장 나서 주문했어요! 정품보다 튼튼하고 호환도 좋아요. 잘 쓸게요,5
947,947,사진에 올린 것과 다른 걸 보내셨네요 귀찮아서 그냥 씁니다,1
948,948,가격 대비 만족합니다 ㅇㅇㅍ야ㅣ누쥬효챠ㅐ뭊ㅍㄱㅍ7992ㅓㅍ4ㅊㅅ채ㅡ늉ㅍ류랕ㅌㄴㄴ ㅇㅍㅇ파ㅣㅎㅊ ㅠ러나나뉴옹안,5
949,949,배송이 후 박스가 다 젖어서 와서 설탕 포대도 다 젖었어요!.... 아직 안 뜯는데 설탕 상태가 어떨지 걱정이에요,1
950,950,이거 진짜 최고예요ᄏᄏᄏ 저는 또 사려고요!!!!,5
951,951,냄새가 너무 심하고 잔가시로 인해 찔리기도 별로…반품하려다가,2
952,952,가격만큼 ... 마감 처리도 아쉽고 잘 안 쓰게 되네요,2
953,953,핸들 뒤쪽에 감싸는 부분 핸들 다 찍히고 뜯김 자국 겁나 잘 남음 사기 치지 마쇼,2
954,954,좋습니다ㅎ 먼지가 없네요ㅎㅎ,5
955,955,아 정말 실망입니다.. 정말 다른 건 다 맛있던데 이번만 그랬는지 정말 너무너무 실망했어요.. 신선도 제로였어요ㅠ.ㅠ,1
956,956,아직 먹어보지 안 했지만 맛있을 것 같아요,1
957,957,살살 다른 느낌은 나는데 일단 두 개의 매트리스를 한꺼번에 할 수 있어서 만족합니다,5
958,958,명동 빕스가 이렇게 별로인 줄 몰랐네요,1
959,959,냄새남 매우 심합니다 두통과 목 아픔이 동반되고 있어서 곧 제거될 것 같습니다 미세먼지 오기 전에 질식합니다,2
960,960,왔는데 마감이 진짜.. 무슨 가위로 자른 것도 아니고 뭔가요? 칼 선도 나있고.. 자르다 만 건지 참.. 교환하자니 배송비가 더 나갈 거 같아서 그냥 쓰는데 마감에 신경 쓰셔야겠네요,1
961,961,솜이? 얇은 줄 몰랐어요 ㅠㅠ 가격이 저렴한 이유가 있네요 ㅜㅜ,1
962,962,구매평보구 주문했는데요 포장은 잘 되어왔어요 그런데 살얼음이 껴있어서 순간 냉동인가 했어요 반은 싱싱했고 반은 암모니아인가 그런 냄새에 살은 싱싱하지 않았어요 못 먹고 버렸는데 신랑한테 한소리만 들었네요,2
963,963,냄새는 나는데 그래도 조개 캘 때는 최고인듯하네요,4
964,964,감사합니다 잘쓰깃습다,5
965,965,낙지볶음에 면 넣어서 맛있게 먹었습니다,4
966,966,그냥 ㄱ냥.. 딱 가격대 성비,1
967,967,재구매 다이어트 중에 먹기 정말 좋아요 계속 재구매하고 있습니다,5
968,968,재구매 필리핀 갈 때마다 계속 사용하고 있는데 이번만 이상한 건지 톡만 겨우 할 정도로 안 터지네요,2
969,969,클렌징 패드 하나로 메이크업이랑 피부 노폐물까지 닦아낼 수 있어서 좋아요. 다른 것보다 크기도 크고 내용물도 넉넉하게 적셔져 있어서 자극 없이 한 장으로 말끔히 메이크업 지울 수 있네요! 만족합니다^^,5
970,970,빠른 배송 감사합니다 향기도 좋아요 그러나 따뜻함 지속이 생각보다 아주 짧은 거 같아요 기대가 컸나 봅니다.. 4시간 정도 가는 거 같습니다..,2
971,971,무낭해욘 차많이팧라용,4
972,972,진짜 최악이네요... 뜯어서 써 봬서 어쩔 수 없이 구매해요... 건조하고 뜨고 백탁까지 잇네요... 요즘 선크림 잘 나오는데... 이건 아닌 거 같네요,1
